Move,Block,Damage,Stun,Meter Gain,Cancel Ability,Startup,Active,Recover,Frame Adv. Block,Frame Adv. Hit,Notes
Goshoryuken EX,HL,80*60*50,100*50*50,-250/0,Su*Su,3,2*2*12,28+18,-37,D,"1~18f invincible, 8~f airborne"
Tatsu Light Kick,HL,70,50,20/20,-,11,2(6)2,12+8,-9,D,"7~20f projectile invincible, 7~f airborne, hits standing chars only"
Tatsu Medium Kick,HL,80*40*40,100*50*50,20/20*10*10,Su,5,2(5) [2(5)2] (5)1,16+12,-8,D,"7~26f projectile invincible, 7~f airborne, first hit forces stand"
Tatsu Hard Kick,HL,80*40x3,100*50x3,20/20*10x3,Su,5,2(5) [1(5)1] (5) [1(5)1] (5) 1,13+8,-1,D,"7~36f projectile invincible, 7~f airborne, first hit forces stand"
Tatsu EX,HL,40x5,50,-250/0,-,11,1(3) 1(3) 1(3) 1(3) 1,18+3,-1,D,"6~27f projectile invincible, all hits force stand, pursuit property"
Tatsu Light Kick (Air),HL,60,50,10/30,-,9,[2(6)2] (6)2,10,-,D,
Tatsu Medium Kick (Air),HL,70,50,10/30,-,9,[2(6)2] (6)2,4,-,D,
Tatsu Hard Kick (Air),HL,80,50,10/30,-,9,[2(6)2] (6)2,4,-,D,
Tatsu EX (Air),HL,40x5,50x5,-250/0,-,7,1(3) 1(3) 1(3) 1(3) 1,4,-,D,Pursuit Property
Demon Flip,-,-,-,20/-,-,-,-,-,-,-,"5~39f airborne, 27~37f inputs accepted"
Demon Flip EX,-,-,-,0/0,-,-,-,-,-,-,Tracks opponent
Demon Flip Slide,L,100,200,0/40,-,39+7,15,14,-11,D,"Low attack, cannot fast recover"
Demon Flip Punch,H,110,200,0/30,-,27+8,2,4,-,,"Cannot fast recover, Armor Break"
Demon Flip Dive Kick,HL,70,100,0/30,-,27+11,Until ground,4,-,-,Forces stand
Demon Flip Throw,0.9,150,150,0/60,-,27+3,2,17,-,D,Throw Range 0.9
Teleport Punch,-,-,-,-,-,-,-,61,-,-,"1~49f invincible, 1~44f Ultra 2 cancelable"
Teleport Kick,-,-,-,-,-,-,-,53,-,-,"1~40f invincible, 1~36f Ultra 2 cancelable"
Super,0.9,330,0,-1000/0,-,1+0,36,13,-,D,1f invincible
Ultra 1,0.9,510,0,0/0,-,0+5,33,19,-,D,"1~6f invincible, can cancel from normal moves"
Ultra 2,HL,50*450,0,0/0,-,0+14,2,46,-27,-,1~15f invincible
